,IncubationTime
93e5ea30358219bfb4649c4e08fb0de5,0.13561847988077497
2d7798286bc0e7b4ae4950e57bdd0184,0.13040238450074515
9bcf90bea2457aa6c398bea45d80a96b,0.12220566318926974
7a9d5eeaddedc63aab5cab64000e1981,0.11698956780923994
cc2d0e61295bc9ed78735acb5a2d95d1,0.05365126676602087
35963c2f13929c0037df65dbf7f3147b,0.04694485842026826
81d2320475cfbbd5bf8818e2a4110076,0.027570789865871834
e4304c9496921fcf8a88c1ef30dfd0eb,0.02608047690014903
43b4b57b7820c774555ed9ec0db719a7,0.02533532041728763
db34041eebf03240173838834dade592,0.02384500745156483
02aa964fdcf7e043d507746064452a20,0.022354694485842028
950355c26c8f5e4bb190491b6c48cb28,0.020119225037257823
390844a02bc29380c25f7d24245bd07c,0.018628912071535022
1af09e7835a13726feba814c39d0a205,0.018628912071535022
5e9dda0f86b4b509bed614ac67f6257d,0.01639344262295082
dfdbb67804d751c2e1419ab4e01d4c22,0.01639344262295082
50eec639326df22a2b18078f3f9b285b,0.01639344262295082
3f240bd1aa14a1b5ee10b5250325f3ce,0.01564828614008942
14ea39f941260d5da2bb3ab0287e5c3e,0.014903129657228018
c76d1602caec21748be45111f079c19b,0.014157973174366617
3cc5f423163462a6ad1810df2ffca4d5,0.014157973174366617
a970b4473270227fc398ce43c73c5f17,0.010432190760059613
a69c204e9a8ccb252b582d608c58ee85,0.010432190760059613
8cb56911a2b9040f6b9db974003bf1a4,0.009687034277198211
6d8545633cd199d4ea79ed5c6341d7da,0.007451564828614009
bab432a345972a87d74640d1d29f3cd8,0.0067064083457526085
f56fe1542f943e9b8d85ecdea2ec5c44,0.0067064083457526085
e3aba554739f086d4a763fbf1adea80b,0.005216095380029807
8a9a354608170ad9a4a4da197fcd2772,0.005216095380029807
de5de4d4dbb84a1f55eec48b5b22ebb6,0.005216095380029807
d66ecdb60dd57876fde73504f46829aa,0.005216095380029807
15918ab59eaa8b03dd72e8725f6f5afe,0.004470938897168405
59faf023c045c0083089bfea6e1d7637,0.004470938897168405
453c86cda659e18b8bfcd99ded2da7f9,0.004470938897168405
2ad121e08d16f50a3801944f85817d69,0.0037257824143070045
a3014556d1a0863de612649d85d02a6b,0.0037257824143070045
606bfb6c64ac83bd281456a3af078e5d,0.0037257824143070045
c47c33246a2ed0f7e23d636e9e3c58ee,0.0029806259314456036
04b24da4384ac9422d8cb43a9a64958c,0.0022354694485842027
b95f9f8c21787d115880265f226066a4,0.0014903129657228018
980a064086ac1ffa95007d1ea81ce519,0.0
893b4da0f61be2d439261e3eb9bb9daf,0.0
b5a87fec6bba31c10024a74b08f7e667,0.0
933403ed90b2d84f854ca86fee059602,0.0
b4b210bbefed997122e93efb533d319f,0.0
b24d1b244d8cbe7a02422ddaa4d85531,0.0
97416f19e8a5effec9ba55e05d5f15dc,0.0
b68f02d34bff731b2e504146ef1c2a09,0.0
a73f334d09c831af44ed8b0632f8a28e,0.0
ad72127c01dac114c005c83404612b5d,0.0
a29cac4f397f779062dba44e5c70738b,0.0
a2c39461c60086cd3b9e68a91a33e1f3,0.0
a48f618e0b248eb80670d08800481734,0.0
aa5de0642addd3142f38a836ed1df3fb,0.0
a66e4cea3b49ed188a0493c84c781478,0.0
a77d2bc652b4b3bf3e75d5875edf3251,0.0
a0b27a14a134acc077809d28580e75b0,0.0
00504b396468358f74f5736e0e1a7655,0.0
b8f3dffb9ba7bb61eabe5c7261b7c5d4,0.0
e25bae974108b259222155fcd1ed2c93,0.0
fbf8ccb0b228f163ac6706c89123bb1e,0.0
f83042c01f3531f044ea957b2a187ea9,0.0
f5ba8da7b098bc7e8abca31ff6a15370,0.0
f3af6d230fc332f7054e51d9f9bf5ee3,0.0
f09d4e0630d2038b1fc20aaefb3eefd5,0.0
ef5de7046eb330dcd80861cd8fe74fb9,0.0
ed623d6468f792981f485de5549ccac0,0.0
ebd160e984cbba36c8efd03bbb3f85c5,0.0
e70e4f8f6e9e9ccab2ef3c0469048686,0.0
e688ac03a09091334f77c26a4fc28d33,0.0
e5e0a0e60467dc3347a71b2a46fd896e,0.0
e5d2897df2f464827244b871d67ee050,0.0
e2abe973c0ba00353a8198f880e7f023,0.0
e109dcd47fd684524fce99ecd015d8b9,0.0
c1856f4fff5b7b0456302caa24c74f73,0.0
e0cad8a72f09575195bfada56240c713,0.0
e04ea8d459c301dc6b360726cac7c250,0.0
e049cf9a062519c091e675252dbafb1a,0.0
dfdd4ded298c73bba21ca66e917be133,0.0
d6f6fc344d7a7ef93ba94712e0abd3ce,0.0
d525385fce4194f044a41ca81ad3c791,0.0
d36580f2fefc016e0e6dc68e1e9fbc64,0.0
d3381ed3365e985eda8cf88bc4b1a016,0.0
d023232353140fa586fc2f1e41ff9eab,0.0
cf74c785d231517bce090e520dbe05f5,0.0
c819e8975a05e441a9e21dcb6f18aaac,0.0
c29f48737810706386bdb4370bc7756d,0.0
c1db337a0b97ace940b34c5c6096b26a,0.0
c9abe6c582e2e8c0e9ffe7472ef9da3b,0.0
6cff5725a1b101f93f77c427c2c0007e,0.0
78d8cb284d5dac681c673ddf9ae601e8,0.0
2f35b61d3cd5d03602352992382297bb,0.0
2792e21892a71aeb619a095ba50fd60c,0.0
290e91442ce3bc6cdf085d65e1704861,0.0
2a7aad5b3707fbbeb59ebc7b7972c357,0.0
2e13130a1b89e6213f6f0b4db91e5848,0.0
2e2858610adc6f89731e6dc06ce65791,0.0
2e97ae6045b5230ada1f96ce43102648,0.0
30868fd4b711abf9199334fd9067530c,0.0
27096ee9f75ca0563f55dd2afc205db7,0.0
30dbf1c75521f969f69ff64101abcee2,0.0
330f3162ae8e3acd117a10d6a8f3f97a,0.0
346f39863a2e10f2a7163d7ec94bb4b9,0.0
34e3ea4ee55ae86310a60ac471330d82,0.0
3503371b99836d7985b46ecc8d4d9d83,0.0
355347d28170b8927fa50c9b7027d0fd,0.0
27209d82b7d1a3f733b2045fca5553eb,0.0
26dff29e934ef617e762037050a966d8,0.0
3a63793f847e9122c9ac050c56f92fe5,0.0
1953a1072e31d6a63fd0b685a542ceb6,0.0
044af62ec3bcc85c4131e7942cf9c50e,0.0
07bced27d21113e0c04099cbc6bbdc98,0.0
0fb538dc7ae93db1aad8af6b841e0274,0.0
11295ca2f346f228840787dd5b898bc5,0.0
16bb14d8d10d5d596fd6546fac30178d,0.0
171a4f39bea4a479bcd1a0488ac1bb26,0.0
19a3362629cd87fb8d10a5129929f97a,0.0
263cc5647b2793bb63608d9320e701d3,0.0
19e5666fe65f14adf1d3a337815ae10e,0.0
1a67a7031d765c2cc53d33f13527af95,0.0
1e0f2808741eb1fb9f4c86d281012c46,0.0
20233b26a803f427ec6efa533e4fa6a5,0.0
216061e66c62c0eb52208121b76be07a,0.0
240a6b178cc2d5a6144b730f0c37dce6,0.0
395b9018556614c8f338feb3db6a56eb,0.0
3af63822186c71a53b4c8fb26d53d899,0.0
76990f500f42d2aa3b3ea384d8de9d55,0.0
6a58f80bccb1d081597e2fe8cbb1c3d1,0.0
5f8d3cb98ec8179022f595649461bf71,0.0
604063a73c6d236ce4464d7712c24d84,0.0
625f189f49164f04c708ffda9fc22ff9,0.0
65971f0a9728b5f23e6599682e1c3d8f,0.0
677c9b8d8ac41c44d06cfc57a90a5639,0.0
69ecde639764a5718793b7488aec30f0,0.0
01a6116c09bbe1baf153758657c3fcd9,0.0
5cb587b52e28edbc2ac686d344799b82,0.0
70154c5195f47b59d183ea946c55b082,0.0
70221e8a61a681d077e41db74719de63,0.0
7094c94b5c597ceac1b102665c95748c,0.0
718a024c3319bbc7898f99ecb2c62540,0.0
7237a5c4c7d9e3ecd84bbeb75f961f8f,0.0
72cd6eef3ffbed2ce349022b97810ffa,0.0
5f5d33c5e55bf3621797bd2f9acca067,0.0
59dc4aef6d79cac87007bd70f6a760a4,0.0
3ebe761bfb1238c87195d431f41bf976,0.0
46351b0c509444586d5c5fe7b151c33a,0.0
40eca01e8bb77c79dfccb17f900310c7,0.0
4286609de405153985ce6e3bf18e25f6,0.0
42e14ae33db154ff94fd699920317593,0.0
44cb7929ff5b28f0436db829c979328a,0.0
457f7192f1613ea4cb813e540f3ae7de,0.0
46003785ba2bab5ba00cdc20ae77c24b,0.0
48486c41dd910e48e9e9d7a360dd5ddd,0.0
5942a17d0ee0212207384e52ea3e74a2,0.0
496d8587f58de6e510d969fe22326561,0.0
4e94c92eeaa77de6592d2f27f5a0a641,0.0
4f0e07a1738db92b19cb03555366fb94,0.0
4fb755e98fcd09519f13875842a0cbee,0.0
56cc81b36e3f5955edb862cd1dd5a57b,0.0
586e76ed8b3554d3b29dbb061e4c825a,0.0
fc6622c636a5210293fb2873fc4761d9,0.0
Score,0.0
